State.name,State.abbr,year,total.views.year
Oklahoma,OK,1986,3
Oklahoma,OK,1987,4
Oklahoma,OK,1988,7
Oklahoma,OK,1989,6
Oklahoma,OK,1990,4
Oklahoma,OK,1991,1
Oklahoma,OK,1992,2
Oklahoma,OK,1993,3
Oklahoma,OK,1994,1
Oklahoma,OK,1995,10
Oklahoma,OK,1996,10
Oklahoma,OK,1997,7
Oklahoma,OK,1998,17
Oklahoma,OK,1999,25
Oklahoma,OK,2000,35
Oklahoma,OK,2001,51
Oklahoma,OK,2002,28
Oklahoma,OK,2003,48
Oklahoma,OK,2004,33
Oklahoma,OK,2005,45
Oklahoma,OK,2006,34
Oklahoma,OK,2007,41
Oklahoma,OK,2008,57
Oklahoma,OK,2009,41
Oklahoma,OK,2010,36
Oklahoma,OK,2011,56
Oklahoma,OK,2012,94
Oklahoma,OK,2013,81
Oklahoma,OK,2014,94
Oklahoma,OK,2015,73
Oklahoma,OK,2016,45
Oklahoma,OK,2017,49
Oklahoma,OK,2018,41
Oklahoma,OK,2019,67
Oklahoma,OK,2020,89
Oklahoma,OK,2021,28
Oregon,OR,1965,4
Oregon,OR,1966,5
Oregon,OR,1967,7
Oregon,OR,1968,3
Oregon,OR,1969,4
Oregon,OR,1970,2
Oregon,OR,1971,2
Oregon,OR,1972,4
Oregon,OR,1973,3
Oregon,OR,1974,4
Oregon,OR,1975,2
Oregon,OR,1976,6
Oregon,OR,1977,6
Oregon,OR,1978,6
Oregon,OR,1979,5
Oregon,OR,1980,6
Oregon,OR,1981,8
Oregon,OR,1982,1
Oregon,OR,1983,3
Oregon,OR,1984,3
Oregon,OR,1985,6
Oregon,OR,1986,3
Oregon,OR,1987,5
Oregon,OR,1988,2
Oregon,OR,1989,7
Oregon,OR,1990,6
Oregon,OR,1991,5
Oregon,OR,1992,6
Oregon,OR,1993,4
Oregon,OR,1994,12
Oregon,OR,1995,74
Oregon,OR,1996,29
Oregon,OR,1997,37
Oregon,OR,1998,59
Oregon,OR,1999,106
Oregon,OR,2000,99
Oregon,OR,2001,115
Oregon,OR,2002,97
Oregon,OR,2003,94
Oregon,OR,2004,93
Oregon,OR,2005,107
Oregon,OR,2006,85
Oregon,OR,2007,113
Oregon,OR,2008,93
Oregon,OR,2009,80
Oregon,OR,2010,85
Oregon,OR,2011,116
Oregon,OR,2012,181
Oregon,OR,2013,189
Oregon,OR,2014,226
Oregon,OR,2015,215
Oregon,OR,2016,166
Oregon,OR,2017,127
Oregon,OR,2018,99
Oregon,OR,2019,133
Oregon,OR,2020,236
Oregon,OR,2021,82
Pennsylvania,PA,1965,22
Pennsylvania,PA,1966,14
Pennsylvania,PA,1967,8
Pennsylvania,PA,1968,10
Pennsylvania,PA,1969,11
Pennsylvania,PA,1970,5
Pennsylvania,PA,1971,5
Pennsylvania,PA,1972,6
Pennsylvania,PA,1973,15
Pennsylvania,PA,1974,9
Pennsylvania,PA,1975,15
Pennsylvania,PA,1976,14
Pennsylvania,PA,1977,12
Pennsylvania,PA,1978,19
Pennsylvania,PA,1979,12
Pennsylvania,PA,1980,6
Pennsylvania,PA,1981,5
Pennsylvania,PA,1982,7
Pennsylvania,PA,1983,5
Pennsylvania,PA,1984,8
Pennsylvania,PA,1985,9
Pennsylvania,PA,1986,5
Pennsylvania,PA,1987,3
Pennsylvania,PA,1988,12
Pennsylvania,PA,1989,7
Pennsylvania,PA,1990,7
Pennsylvania,PA,1991,10
Pennsylvania,PA,1992,12
Pennsylvania,PA,1993,8
Pennsylvania,PA,1994,15
Pennsylvania,PA,1995,41
Pennsylvania,PA,1996,37
Pennsylvania,PA,1997,40
Pennsylvania,PA,1998,48
Pennsylvania,PA,1999,72
Pennsylvania,PA,2000,73
Pennsylvania,PA,2001,78
Pennsylvania,PA,2002,135
Pennsylvania,PA,2003,88
Pennsylvania,PA,2004,137
Pennsylvania,PA,2005,106
Pennsylvania,PA,2006,131
Pennsylvania,PA,2007,152
Pennsylvania,PA,2008,192
Pennsylvania,PA,2009,167
Pennsylvania,PA,2010,171
Pennsylvania,PA,2011,188
Pennsylvania,PA,2012,296
Pennsylvania,PA,2013,307
Pennsylvania,PA,2014,381
Pennsylvania,PA,2015,244
Pennsylvania,PA,2016,201
Pennsylvania,PA,2017,177
Pennsylvania,PA,2018,94
Pennsylvania,PA,2019,236
Pennsylvania,PA,2020,314
Pennsylvania,PA,2021,109
Rhode Island,RI,1965,1
Rhode Island,RI,1966,1
Rhode Island,RI,1967,1
Rhode Island,RI,1968,1
Rhode Island,RI,1970,2
Rhode Island,RI,1971,1
Rhode Island,RI,1974,2
Rhode Island,RI,1975,3
Rhode Island,RI,1976,3
Rhode Island,RI,1977,3
Rhode Island,RI,1978,2
Rhode Island,RI,1979,2
Rhode Island,RI,1981,1
Rhode Island,RI,1982,3
Rhode Island,RI,1983,1
Rhode Island,RI,1987,1
Rhode Island,RI,1989,1
Rhode Island,RI,1990,1
Rhode Island,RI,1993,1
Rhode Island,RI,1995,3
Rhode Island,RI,1996,4
Rhode Island,RI,1997,5
Rhode Island,RI,1998,8
Rhode Island,RI,1999,5
Rhode Island,RI,2000,9
Rhode Island,RI,2001,10
Rhode Island,RI,2002,6
Rhode Island,RI,2003,11
Rhode Island,RI,2004,19
Rhode Island,RI,2005,16
Rhode Island,RI,2006,15
Rhode Island,RI,2007,14
Rhode Island,RI,2008,17
Rhode Island,RI,2009,18
Rhode Island,RI,2010,20
Rhode Island,RI,2011,20
Rhode Island,RI,2012,49
Rhode Island,RI,2013,37
Rhode Island,RI,2014,38
Rhode Island,RI,2015,48
Rhode Island,RI,2016,33
Rhode Island,RI,2017,29
Rhode Island,RI,2018,19
Rhode Island,RI,2019,33
Rhode Island,RI,2020,27
Rhode Island,RI,2021,12
South Carolina,SC,1965,2
South Carolina,SC,1966,1
South Carolina,SC,1967,3
South Carolina,SC,1968,3
South Carolina,SC,1969,5
South Carolina,SC,1970,1
South Carolina,SC,1971,3
South Carolina,SC,1972,4
South Carolina,SC,1973,2
South Carolina,SC,1974,4
South Carolina,SC,1975,8
South Carolina,SC,1976,2
South Carolina,SC,1977,4
South Carolina,SC,1978,4
South Carolina,SC,1979,4
South Carolina,SC,1980,1
South Carolina,SC,1981,3
South Carolina,SC,1982,2
South Carolina,SC,1983,3
South Carolina,SC,1984,2
South Carolina,SC,1985,3
South Carolina,SC,1986,4
South Carolina,SC,1988,5
South Carolina,SC,1989,3
South Carolina,SC,1990,3
South Carolina,SC,1991,6
South Carolina,SC,1992,3
South Carolina,SC,1993,4
South Carolina,SC,1994,2
South Carolina,SC,1995,11
South Carolina,SC,1996,6
South Carolina,SC,1997,11
South Carolina,SC,1998,26
South Carolina,SC,1999,13
South Carolina,SC,2000,15
South Carolina,SC,2001,22
South Carolina,SC,2002,28
South Carolina,SC,2003,63
South Carolina,SC,2004,47
South Carolina,SC,2005,51
South Carolina,SC,2006,37
South Carolina,SC,2007,78
South Carolina,SC,2008,46
South Carolina,SC,2009,68
South Carolina,SC,2010,70
South Carolina,SC,2011,117
South Carolina,SC,2012,186
South Carolina,SC,2013,159
South Carolina,SC,2014,260
South Carolina,SC,2015,109
South Carolina,SC,2016,97
South Carolina,SC,2017,110
South Carolina,SC,2018,78
South Carolina,SC,2019,115
South Carolina,SC,2020,115
South Carolina,SC,2021,34
South Dakota,SD,1966,3
South Dakota,SD,1968,5
South Dakota,SD,1972,1
South Dakota,SD,1973,1
South Dakota,SD,1976,2
South Dakota,SD,1978,1
South Dakota,SD,1979,1
South Dakota,SD,1981,1
South Dakota,SD,1983,1
South Dakota,SD,1984,1
South Dakota,SD,1987,1
South Dakota,SD,1992,2
South Dakota,SD,1993,1
South Dakota,SD,1994,5
South Dakota,SD,1995,7
South Dakota,SD,1996,2
South Dakota,SD,1997,4
South Dakota,SD,1998,7
South Dakota,SD,1999,3
South Dakota,SD,2000,7
South Dakota,SD,2001,6
South Dakota,SD,2002,8
South Dakota,SD,2003,8
South Dakota,SD,2004,13
South Dakota,SD,2005,8
South Dakota,SD,2006,7
South Dakota,SD,2007,14
South Dakota,SD,2008,8
South Dakota,SD,2009,13
South Dakota,SD,2010,14
South Dakota,SD,2011,17
South Dakota,SD,2012,27
South Dakota,SD,2013,20
South Dakota,SD,2014,21
South Dakota,SD,2015,17
South Dakota,SD,2016,23
South Dakota,SD,2017,18
South Dakota,SD,2018,11
South Dakota,SD,2019,15
South Dakota,SD,2020,16
South Dakota,SD,2021,4
Tennessee,TN,1967,5
Tennessee,TN,1968,2
Tennessee,TN,1969,2
Tennessee,TN,1970,3
Tennessee,TN,1971,1
Tennessee,TN,1972,3
Tennessee,TN,1973,6
Tennessee,TN,1974,4
Tennessee,TN,1975,3
Tennessee,TN,1976,5
Tennessee,TN,1977,2
Tennessee,TN,1978,9
Tennessee,TN,1979,2
Tennessee,TN,1980,7
Tennessee,TN,1981,2
Tennessee,TN,1982,6
Tennessee,TN,1984,2
Tennessee,TN,1985,2
Tennessee,TN,1986,4
Tennessee,TN,1987,2
Tennessee,TN,1989,6
Tennessee,TN,1990,5
Tennessee,TN,1991,5
Tennessee,TN,1992,4
Tennessee,TN,1993,5
Tennessee,TN,1994,9
Tennessee,TN,1995,27
Tennessee,TN,1996,13
Tennessee,TN,1997,13
Tennessee,TN,1998,30
Tennessee,TN,1999,58
Tennessee,TN,2000,40
Tennessee,TN,2001,46
Tennessee,TN,2002,52
Tennessee,TN,2003,50
Tennessee,TN,2004,81
Tennessee,TN,2005,51
Tennessee,TN,2006,61
Tennessee,TN,2007,64
Tennessee,TN,2008,102
Tennessee,TN,2009,72
Tennessee,TN,2010,72
Tennessee,TN,2011,100
Tennessee,TN,2012,128
Tennessee,TN,2013,125
Tennessee,TN,2014,149
Tennessee,TN,2015,109
Tennessee,TN,2016,114
Tennessee,TN,2017,94
Tennessee,TN,2018,49
Tennessee,TN,2019,129
Tennessee,TN,2020,104
Tennessee,TN,2021,39
Texas,TX,1965,11
Texas,TX,1966,12
Texas,TX,1967,11
Texas,TX,1968,16
Texas,TX,1969,9
Texas,TX,1970,9
Texas,TX,1971,8
Texas,TX,1972,17
Texas,TX,1973,24
Texas,TX,1974,13
Texas,TX,1975,21
Texas,TX,1976,19
Texas,TX,1977,16
Texas,TX,1978,25
Texas,TX,1979,14
Texas,TX,1980,16
Texas,TX,1981,8
Texas,TX,1982,9
Texas,TX,1983,10
Texas,TX,1984,15
Texas,TX,1985,17
Texas,TX,1986,14
Texas,TX,1987,16
Texas,TX,1988,15
Texas,TX,1989,15
Texas,TX,1990,15
Texas,TX,1991,17
Texas,TX,1992,19
Texas,TX,1993,19
Texas,TX,1994,15
Texas,TX,1995,48
Texas,TX,1996,47
Texas,TX,1997,76
Texas,TX,1998,99
Texas,TX,1999,148
Texas,TX,2000,148
Texas,TX,2001,140
Texas,TX,2002,175
Texas,TX,2003,190
Texas,TX,2004,203
Texas,TX,2005,218
Texas,TX,2006,231
Texas,TX,2007,213
Texas,TX,2008,367
Texas,TX,2009,266
Texas,TX,2010,226
Texas,TX,2011,267
Texas,TX,2012,265
Texas,TX,2013,248
Texas,TX,2014,309
Texas,TX,2015,184
Texas,TX,2016,159
Texas,TX,2017,126
Texas,TX,2018,89
Texas,TX,2019,235
Texas,TX,2020,297
Texas,TX,2021,107
Utah,UT,1965,1
Utah,UT,1967,1
Utah,UT,1968,3
Utah,UT,1969,1
Utah,UT,1970,1
Utah,UT,1972,3
Utah,UT,1973,4
Utah,UT,1974,2
Utah,UT,1975,2
Utah,UT,1976,2
Utah,UT,1977,1
Utah,UT,1978,2
Utah,UT,1979,1
Utah,UT,1980,5
Utah,UT,1981,2
Utah,UT,1982,3
Utah,UT,1983,1
Utah,UT,1984,3
Utah,UT,1985,2
Utah,UT,1986,1
Utah,UT,1987,2
Utah,UT,1988,1
Utah,UT,1989,3
Utah,UT,1990,2
Utah,UT,1991,1
Utah,UT,1992,3
Utah,UT,1993,2
Utah,UT,1994,4
Utah,UT,1995,15
Utah,UT,1996,8
Utah,UT,1997,23
Utah,UT,1998,21
Utah,UT,1999,32
Utah,UT,2000,35
Utah,UT,2001,25
Utah,UT,2002,43
Utah,UT,2003,43
Utah,UT,2004,26
Utah,UT,2005,30
Utah,UT,2006,23
Utah,UT,2007,36
Utah,UT,2008,29
Utah,UT,2009,36
Utah,UT,2010,41
Utah,UT,2011,57
Utah,UT,2012,112
Utah,UT,2013,94
Utah,UT,2014,79
Utah,UT,2015,78
Utah,UT,2016,92
Utah,UT,2017,72
Utah,UT,2018,59
Utah,UT,2019,81
Utah,UT,2020,108
Utah,UT,2021,27
Vermont,VT,1969,1
Vermont,VT,1970,2
Vermont,VT,1974,1
Vermont,VT,1975,1
Vermont,VT,1976,2
Vermont,VT,1977,3
Vermont,VT,1979,2
Vermont,VT,1980,1
Vermont,VT,1981,1
Vermont,VT,1982,1
Vermont,VT,1983,2
Vermont,VT,1985,1
Vermont,VT,1987,2
Vermont,VT,1988,2
Vermont,VT,1989,1
Vermont,VT,1992,1
Vermont,VT,1993,2
Vermont,VT,1994,1
Vermont,VT,1995,2
Vermont,VT,1996,1
Vermont,VT,1997,3
Vermont,VT,1998,3
Vermont,VT,1999,5
Vermont,VT,2000,7
Vermont,VT,2001,10
Vermont,VT,2002,14
Vermont,VT,2003,8
Vermont,VT,2004,9
Vermont,VT,2005,16
Vermont,VT,2006,11
Vermont,VT,2007,22
Vermont,VT,2008,15
Vermont,VT,2009,23
Vermont,VT,2010,13
Vermont,VT,2011,23
Vermont,VT,2012,57
Vermont,VT,2013,66
Vermont,VT,2014,37
Vermont,VT,2015,47
Vermont,VT,2016,23
Vermont,VT,2017,19
Vermont,VT,2018,22
Vermont,VT,2019,22
Vermont,VT,2020,35
Vermont,VT,2021,12
Virginia,VA,1965,6
Virginia,VA,1966,2
Virginia,VA,1968,4
Virginia,VA,1969,2
Virginia,VA,1970,3
Virginia,VA,1971,1
Virginia,VA,1972,2
Virginia,VA,1973,5
Virginia,VA,1974,5
Virginia,VA,1975,10
Virginia,VA,1976,7
Virginia,VA,1977,2
Virginia,VA,1978,3
Virginia,VA,1979,5
Virginia,VA,1980,7
Virginia,VA,1981,2
Virginia,VA,1982,5
Virginia,VA,1983,8
Virginia,VA,1984,5
Virginia,VA,1985,6
Virginia,VA,1986,5
Virginia,VA,1987,2
Virginia,VA,1988,5
Virginia,VA,1989,7
Virginia,VA,1990,5
Virginia,VA,1991,2
Virginia,VA,1992,8
Virginia,VA,1993,7
Virginia,VA,1994,7
Virginia,VA,1995,26
Virginia,VA,1996,15
Virginia,VA,1997,23
Virginia,VA,1998,31
Virginia,VA,1999,38
Virginia,VA,2000,26
Virginia,VA,2001,63
Virginia,VA,2002,65
Virginia,VA,2003,67
Virginia,VA,2004,55
Virginia,VA,2005,75
Virginia,VA,2006,68
Virginia,VA,2007,71
Virginia,VA,2008,100
Virginia,VA,2009,82
Virginia,VA,2010,77
Virginia,VA,2011,102
Virginia,VA,2012,150
Virginia,VA,2013,205
Virginia,VA,2014,184
Virginia,VA,2015,150
Virginia,VA,2016,118
Virginia,VA,2017,104
Virginia,VA,2018,74
Virginia,VA,2019,195
Virginia,VA,2020,106
Virginia,VA,2021,43
Washington,WA,1965,5
Washington,WA,1966,14
Washington,WA,1967,10
Washington,WA,1968,8
Washington,WA,1969,5
Washington,WA,1970,3
Washington,WA,1971,11
Washington,WA,1972,6
Washington,WA,1973,9
Washington,WA,1974,14
Washington,WA,1975,16
Washington,WA,1976,13
Washington,WA,1977,7
Washington,WA,1978,15
Washington,WA,1979,10
Washington,WA,1980,15
Washington,WA,1981,6
Washington,WA,1982,10
Washington,WA,1983,3
Washington,WA,1984,4
Washington,WA,1985,7
Washington,WA,1986,7
Washington,WA,1987,6
Washington,WA,1988,11
Washington,WA,1989,8
Washington,WA,1990,10
Washington,WA,1991,7
Washington,WA,1992,12
Washington,WA,1993,21
Washington,WA,1994,24
Washington,WA,1995,252
Washington,WA,1996,115
Washington,WA,1997,89
Washington,WA,1998,147
Washington,WA,1999,237
Washington,WA,2000,202
Washington,WA,2001,218
Washington,WA,2002,213
Washington,WA,2003,245
Washington,WA,2004,248
Washington,WA,2005,192
Washington,WA,2006,178
Washington,WA,2007,221
Washington,WA,2008,200
Washington,WA,2009,232
Washington,WA,2010,274
Washington,WA,2011,304
Washington,WA,2012,427
Washington,WA,2013,321
Washington,WA,2014,372
Washington,WA,2015,275
Washington,WA,2016,229
Washington,WA,2017,205
Washington,WA,2018,173
Washington,WA,2019,237
Washington,WA,2020,371
Washington,WA,2021,163
West Virginia,WV,1965,2
West Virginia,WV,1966,4
West Virginia,WV,1967,2
West Virginia,WV,1968,2
West Virginia,WV,1971,4
West Virginia,WV,1973,2
West Virginia,WV,1974,3
West Virginia,WV,1975,2
West Virginia,WV,1976,1
West Virginia,WV,1977,1
West Virginia,WV,1978,2
West Virginia,WV,1979,4
West Virginia,WV,1980,3
West Virginia,WV,1982,3
West Virginia,WV,1983,2
West Virginia,WV,1984,1
West Virginia,WV,1985,3
West Virginia,WV,1986,3
West Virginia,WV,1987,1
West Virginia,WV,1988,3
West Virginia,WV,1989,4
West Virginia,WV,1992,2
West Virginia,WV,1994,2
West Virginia,WV,1995,5
West Virginia,WV,1996,8
West Virginia,WV,1997,9
West Virginia,WV,1998,10
West Virginia,WV,1999,28
West Virginia,WV,2000,12
West Virginia,WV,2001,23
West Virginia,WV,2002,25
West Virginia,WV,2003,18
West Virginia,WV,2004,25
West Virginia,WV,2005,24
West Virginia,WV,2006,17
West Virginia,WV,2007,26
West Virginia,WV,2008,32
West Virginia,WV,2009,39
West Virginia,WV,2010,21
West Virginia,WV,2011,30
West Virginia,WV,2012,63
West Virginia,WV,2013,58
West Virginia,WV,2014,63
West Virginia,WV,2015,55
West Virginia,WV,2016,31
West Virginia,WV,2017,23
West Virginia,WV,2018,15
West Virginia,WV,2019,40
West Virginia,WV,2020,48
West Virginia,WV,2021,14
Wisconsin,WI,1965,4
Wisconsin,WI,1966,2
Wisconsin,WI,1967,5
Wisconsin,WI,1968,2
Wisconsin,WI,1971,2
Wisconsin,WI,1972,3
Wisconsin,WI,1973,7
Wisconsin,WI,1974,5
Wisconsin,WI,1975,10
Wisconsin,WI,1976,5
Wisconsin,WI,1977,5
Wisconsin,WI,1978,2
Wisconsin,WI,1979,4
Wisconsin,WI,1980,4
Wisconsin,WI,1981,2
Wisconsin,WI,1982,4
Wisconsin,WI,1983,3
Wisconsin,WI,1984,5
Wisconsin,WI,1985,6
Wisconsin,WI,1986,1
Wisconsin,WI,1987,12
Wisconsin,WI,1988,5
Wisconsin,WI,1989,5
Wisconsin,WI,1990,11
Wisconsin,WI,1991,3
Wisconsin,WI,1992,6
Wisconsin,WI,1993,9
Wisconsin,WI,1994,6
Wisconsin,WI,1995,24
Wisconsin,WI,1996,16
Wisconsin,WI,1997,21
Wisconsin,WI,1998,37
Wisconsin,WI,1999,79
Wisconsin,WI,2000,52
Wisconsin,WI,2001,84
Wisconsin,WI,2002,50
Wisconsin,WI,2003,66
Wisconsin,WI,2004,53
Wisconsin,WI,2005,66
Wisconsin,WI,2006,39
Wisconsin,WI,2007,60
Wisconsin,WI,2008,69
Wisconsin,WI,2009,63
Wisconsin,WI,2010,65
Wisconsin,WI,2011,115
Wisconsin,WI,2012,158
Wisconsin,WI,2013,179
Wisconsin,WI,2014,147
Wisconsin,WI,2015,130
Wisconsin,WI,2016,121
Wisconsin,WI,2017,88
Wisconsin,WI,2018,42
Wisconsin,WI,2019,136
Wisconsin,WI,2020,136
Wisconsin,WI,2021,31
Wyoming,WY,1965,1
Wyoming,WY,1966,1
Wyoming,WY,1967,2
Wyoming,WY,1970,1
Wyoming,WY,1972,1
Wyoming,WY,1973,1
Wyoming,WY,1975,1
Wyoming,WY,1976,2
Wyoming,WY,1978,1
Wyoming,WY,1980,1
Wyoming,WY,1983,1
Wyoming,WY,1984,1
Wyoming,WY,1985,2
Wyoming,WY,1987,2
Wyoming,WY,1989,3
Wyoming,WY,1992,1
Wyoming,WY,1993,4
Wyoming,WY,1994,4
Wyoming,WY,1995,1
Wyoming,WY,1996,3
Wyoming,WY,1997,2
Wyoming,WY,1998,9
Wyoming,WY,1999,14
Wyoming,WY,2000,7
Wyoming,WY,2001,17
Wyoming,WY,2002,16
Wyoming,WY,2003,9
Wyoming,WY,2004,6
Wyoming,WY,2005,12
Wyoming,WY,2006,11
Wyoming,WY,2007,9
Wyoming,WY,2008,12
Wyoming,WY,2009,5
Wyoming,WY,2010,13
Wyoming,WY,2011,21
Wyoming,WY,2012,14
Wyoming,WY,2013,18
Wyoming,WY,2014,21
Wyoming,WY,2015,20
Wyoming,WY,2016,16
Wyoming,WY,2017,19
Wyoming,WY,2018,15
Wyoming,WY,2019,21
Wyoming,WY,2020,27
Wyoming,WY,2021,3
